no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,1,0,0,3,105,2018,4,17,4,0,0,0,96.3,0,1
3,0,1,3,0,0,3,90,2018,12,26,4,0,0,0,127.71,3,1
1,0,1,1,0,0,0,0,2017,9,26,1,0,0,0,170.0,0,1
3,0,2,2,0,0,3,48,2018,10,15,4,0,0,0,158.4,0,1
2,0,2,2,0,0,0,16,2018,12,3,4,0,0,0,89.89,1,1
2,2,2,4,0,0,5,128,2018,7,1,4,0,0,0,163.2,2,1
2,0,2,2,0,0,3,22,2018,8,21,4,0,0,0,166.0,0,0
2,0,2,4,0,0,0,165,2018,7,31,3,0,0,0,72.25,2,0
2,0,0,2,3,0,0,45,2018,10,26,4,0,0,0,119.5,0,1
2,0,0,2,0,0,0,158,2018,11,25,4,0,0,0,90.0,1,0
2,0,2,1,0,0,0,7,2018,4,3,4,0,0,0,101.0,0,0
2,0,2,2,0,0,0,71,2018,11,19,4,0,0,0,88.4,1,0
2,0,2,1,0,0,3,32,2018,10,15,4,0,0,0,161.33,0,0
2,0,1,0,3,0,0,32,2017,11,2,4,0,0,0,85.5,1,1
1,0,0,1,0,1,0,12,2018,10,12,2,1,0,2,67.0,0,1
1,0,1,0,0,0,0,7,2018,5,16,4,0,0,0,97.0,0,1
2,0,0,1,3,0,0,42,2018,11,2,4,0,0,0,88.0,2,1
2,0,1,0,3,0,0,19,2018,9,12,4,0,0,0,89.0,0,1
2,0,0,1,0,0,0,0,2018,3,22,1,0,0,0,0.0,1,1
1,0,0,1,0,0,0,1,2017,11,10,1,0,0,0,0.0,0,1
3,0,2,3,0,0,3,119,2018,10,16,4,0,0,0,151.2,2,1
2,0,0,1,0,0,0,50,2018,5,21,4,0,0,0,126.9,0,0
2,0,1,3,3,1,0,49,2018,12,8,4,0,0,0,83.8,2,1
1,0,0,2,3,0,0,83,2018,7,15,4,0,0,0,77.0,1,1
2,0,0,2,0,1,0,4,2017,9,4,4,0,0,0,124.0,1,1
2,1,2,1,0,0,0,50,2018,11,5,4,0,0,0,114.09,0,0
2,0,1,2,0,0,1,23,2018,1,29,4,0,0,0,77.25,1,1
1,0,1,1,0,0,0,2,2018,10,8,4,0,0,0,160.0,2,1
1,0,0,3,0,0,0,1,2017,9,9,2,0,0,0,90.0,0,1
2,0,0,1,0,0,0,53,2018,9,15,4,0,0,0,135.9,1,1
2,0,0,1,0,0,3,55,2018,12,30,4,0,0,0,131.4,1,1
3,0,1,1,0,0,3,140,2018,7,2,4,0,0,0,128.7,3,1
2,0,0,2,0,0,0,50,2017,10,21,4,0,0,0,94.5,1,1
1,0,2,5,0,0,0,20,2017,11,11,4,0,0,0,68.85,1,1
2,0,5,10,3,0,0,34,2018,11,20,4,0,0,0,74.8,1,0
2,0,2,9,0,0,0,9,2018,1,20,4,0,0,0,88.27,0,1
2,0,0,3,0,0,0,147,2018,6,1,4,0,0,0,106.2,0,0
2,1,0,1,0,0,0,45,2018,7,5,4,0,0,0,134.1,1,1
2,0,0,4,0,0,0,54,2018,3,16,4,0,0,0,83.73,0,0
1,0,0,3,0,0,0,322,2018,9,1,4,1,1,0,100.8,0,0
2,0,2,4,3,0,0,9,2018,12,16,4,0,0,0,74.8,0,1
3,0,0,2,0,0,0,17,2018,2,9,4,0,0,0,136.0,0,0
2,0,2,4,0,0,0,281,2018,12,28,4,0,0,0,68.07,1,1
2,0,2,2,0,0,0,18,2017,9,11,4,0,0,0,116.75,1,0
2,0,0,2,3,0,0,1,2017,8,7,4,0,0,0,81.0,1,1
2,0,0,3,0,1,0,5,2017,11,10,4,0,0,0,104.0,1,1
2,0,2,0,0,0,3,65,2018,4,24,4,0,0,0,118.8,1,1
2,0,0,3,0,0,3,53,2018,4,7,4,0,0,0,137.7,0,1
2,0,1,3,0,0,3,203,2018,12,29,4,0,0,0,102.85,2,1
2,2,1,2,0,0,5,40,2018,6,27,4,0,0,0,183.9,2,1
2,0,1,3,0,0,0,47,2017,10,1,4,0,0,0,103.05,2,1
1,0,0,1,0,0,0,3,2018,2,26,2,0,0,0,31.0,1,1
3,0,0,3,0,0,3,13,2018,6,2,4,0,0,0,173.67,1,1
2,0,2,2,3,0,0,10,2018,12,23,4,0,0,0,74.8,1,1
1,0,2,3,0,0,0,132,2018,10,8,4,0,0,0,113.4,1,0
2,0,2,1,1,0,0,15,2018,12,3,4,0,0,0,119.0,0,1
2,1,0,1,0,1,0,4,2018,1,8,4,0,0,0,87.3,2,1
2,2,0,4,0,0,5,182,2018,12,27,4,0,0,0,144.5,1,0
2,0,4,6,3,0,0,186,2018,9,10,4,0,0,0,84.43,0,0
3,0,2,1,0,0,0,96,2018,4,10,4,0,0,0,121.8,1,1
2,0,0,2,0,1,3,214,2018,8,4,4,0,0,0,105.3,1,0
1,0,0,1,0,0,3,4,2018,5,20,2,0,0,0,90.0,0,0
1,0,0,1,0,0,0,0,2018,3,9,2,1,0,14,65.0,1,1
3,0,2,2,0,0,3,82,2018,4,16,4,0,0,0,121.55,1,0
2,0,2,3,0,0,0,6,2018,4,22,4,0,0,0,91.44,1,1
2,0,2,1,0,0,0,38,2018,3,12,3,0,0,0,85.0,0,1
1,0,0,2,0,0,0,254,2018,9,23,4,0,0,0,119.7,0,0
2,0,2,5,0,0,3,19,2018,12,28,4,0,0,0,121.2,2,1
1,0,0,1,0,0,3,1,2018,3,8,4,0,0,0,116.0,1,1
3,0,0,3,0,0,0,200,2018,8,9,3,0,0,0,96.9,1,0
2,0,0,3,0,0,0,17,2018,6,30,4,0,0,0,151.0,1,0
2,0,0,2,3,1,0,32,2018,5,18,4,0,0,0,125.1,1,1
1,0,0,3,0,0,0,8,2018,3,1,2,1,0,4,41.0,1,1
2,2,2,5,0,0,5,179,2018,6,8,4,0,0,0,182.26,0,0
2,0,2,1,0,0,0,12,2018,2,14,3,0,0,0,87.0,1,1
2,0,0,3,0,0,0,63,2017,12,3,4,0,0,0,102.9,1,1
1,0,0,3,0,0,3,27,2017,9,17,4,0,0,0,120.0,0,1
2,0,0,3,0,0,0,111,2018,7,13,3,0,0,0,72.25,0,1
2,0,0,2,0,0,0,9,2018,3,16,4,0,0,0,109.0,1,1
2,0,2,5,0,0,3,76,2018,10,22,4,0,0,0,116.36,1,1
1,0,1,3,0,0,0,7,2018,6,27,3,0,0,0,68.0,0,1
2,2,0,1,0,0,5,4,2018,12,3,4,0,0,0,190.0,0,1
3,0,0,1,0,0,0,15,2018,12,27,3,0,0,0,90.0,2,1
3,0,2,2,1,0,3,43,2018,9,25,4,0,0,0,144.76,1,1
2,0,0,1,0,0,1,193,2018,7,15,4,0,0,0,86.5,0,0
2,0,1,4,3,0,0,77,2018,3,16,4,0,0,0,68.85,0,1
2,0,2,4,0,0,0,137,2018,11,16,4,0,0,0,65.45,1,1
2,0,1,3,0,0,0,109,2017,12,28,3,0,0,0,43.5,2,1
2,0,0,3,0,0,3,30,2018,7,14,4,0,0,0,149.4,0,0
2,0,1,1,3,0,0,41,2018,4,4,4,0,0,0,107.1,1,0
2,0,0,3,0,0,3,45,2018,2,18,3,0,0,0,48.67,0,1
2,1,0,1,0,0,0,0,2018,2,18,4,0,0,0,109.0,0,1
2,0,0,2,3,0,0,131,2018,8,5,4,0,0,0,76.23,2,1
1,0,1,2,0,0,4,283,2018,12,5,2,0,0,0,106.0,0,1
2,0,0,4,3,0,0,134,2018,7,13,4,0,0,0,89.25,1,1
2,0,0,3,0,0,0,9,2018,5,31,4,0,0,0,104.8,0,1
2,0,0,2,1,0,0,39,2018,3,31,4,0,0,0,161.1,0,1
1,0,1,2,0,0,0,0,2018,6,6,0,1,0,2,95.0,0,1
2,0,2,1,0,0,0,23,2018,10,9,3,0,0,0,85.0,0,1
2,0,1,1,0,0,0,6,2018,5,23,4,0,0,0,140.0,1,1
2,0,1,2,3,0,0,88,2018,5,2,4,0,0,0,116.1,0,0
1,0,1,1,0,0,0,18,2018,4,18,4,0,0,0,95.0,0,0
1,0,0,2,0,0,4,5,2018,5,4,2,1,0,12,106.0,0,1
3,0,2,5,0,0,3,125,2018,7,31,4,0,0,0,140.27,0,1
0,2,1,3,0,0,1,121,2018,2,15,4,0,0,0,58.91,2,1
2,0,1,2,0,0,0,24,2017,9,18,4,0,0,0,124.0,1,0
2,0,2,3,0,0,3,130,2018,9,10,3,0,0,0,99.95,0,1
2,0,1,2,3,0,0,24,2018,5,2,4,0,0,0,129.0,1,1
2,0,0,1,0,0,0,101,2018,6,8,4,0,0,0,97.71,0,0
2,0,4,6,0,0,3,93,2018,10,16,4,0,0,0,129.51,0,0
2,0,2,4,3,0,0,66,2018,5,5,3,0,0,0,85.0,0,1
2,0,0,1,0,0,0,18,2018,11,19,4,0,0,0,80.85,1,1
2,0,0,4,0,0,0,166,2018,8,17,4,0,0,0,103.7,1,0
2,0,2,3,0,0,3,65,2018,4,8,4,0,0,0,112.2,1,1
2,0,0,3,0,0,0,220,2018,6,2,4,0,0,0,89.27,0,0
1,0,0,4,0,0,0,2,2017,11,4,3,0,0,0,63.75,0,1
2,0,2,4,1,0,0,157,2018,7,16,4,0,0,0,107.29,0,0
1,0,1,0,3,0,0,10,2018,9,12,4,0,0,0,87.01,1,1
2,0,2,2,0,0,0,104,2018,4,3,4,0,0,0,82.45,1,1
2,0,2,2,0,0,1,160,2018,6,12,4,0,0,0,103.22,1,0
2,0,0,2,3,0,0,53,2018,7,1,4,0,0,0,78.35,1,1
2,0,0,2,0,0,1,23,2017,12,16,4,0,0,0,81.75,1,1
2,0,2,2,0,0,0,78,2018,2,20,3,0,0,0,60.0,1,1
2,0,1,4,1,0,0,38,2018,12,21,4,0,0,0,120.7,1,1
2,0,0,1,0,0,0,24,2018,5,14,3,0,0,0,95.0,1,1
3,0,1,2,1,0,3,83,2018,6,10,4,0,0,0,210.6,2,1
2,0,2,0,0,0,0,127,2018,7,10,4,0,0,0,114.3,1,1
2,1,1,0,0,0,0,1,2018,3,28,4,0,0,0,101.0,0,1
2,0,0,4,0,0,0,224,2018,9,14,4,0,0,0,119.85,1,0
2,0,0,3,0,0,0,53,2018,8,30,4,0,0,0,109.8,0,0
1,0,1,0,0,0,0,3,2018,12,5,4,0,0,0,105.0,0,1
2,0,0,4,0,0,3,19,2017,11,4,3,0,0,0,52.5,2,1
2,0,0,3,0,0,0,77,2017,12,31,4,0,0,0,109.93,1,1
2,0,0,2,1,0,0,377,2018,10,14,4,0,0,0,112.0,1,0
3,0,1,4,0,0,3,39,2018,4,20,4,0,0,0,139.5,0,0
2,1,0,1,0,0,0,18,2018,8,20,4,0,0,0,125.0,1,1
2,1,0,3,0,0,0,2,2018,12,20,4,0,0,0,117.5,1,1
2,0,1,0,0,0,0,27,2018,1,10,4,0,0,0,89.0,1,1
2,0,2,0,3,0,0,3,2018,2,7,4,0,0,0,79.0,0,0
2,0,1,3,3,0,0,132,2018,5,16,4,0,0,0,89.25,0,0
2,0,2,1,0,0,0,142,2017,8,9,4,0,0,0,76.5,1,1
2,0,0,3,0,0,0,229,2018,10,27,4,0,0,0,70.44,2,0
2,0,1,1,0,0,0,112,2018,7,18,4,0,0,0,104.5,1,1
2,0,0,1,3,0,0,29,2018,7,28,4,0,0,0,148.0,1,1
2,0,0,2,3,1,0,177,2018,8,16,4,0,0,0,103.5,1,0
2,0,1,3,0,0,0,37,2018,1,28,4,0,0,0,58.37,1,1
2,0,2,3,0,0,0,32,2017,10,4,4,0,0,0,94.5,1,0
2,0,2,1,0,0,0,89,2018,5,1,3,0,0,0,75.0,0,1
2,0,1,3,0,0,0,87,2018,3,24,3,0,0,0,68.5,0,1
1,0,0,1,0,1,0,1,2018,4,1,2,1,0,3,67.0,1,1
2,0,0,4,0,0,3,22,2017,10,20,3,0,0,0,75.0,0,1
2,0,0,4,0,0,0,47,2018,5,11,4,0,0,0,92.28,1,1
2,0,2,0,3,0,0,86,2018,10,30,4,0,0,0,61.68,1,0
2,0,2,3,3,0,0,49,2018,11,13,4,0,0,0,74.8,2,1
3,0,1,3,0,0,0,192,2018,8,4,4,0,0,0,130.05,0,0
2,0,2,0,0,0,0,38,2018,9,25,4,0,0,0,104.64,1,0
2,0,2,3,0,0,0,20,2018,3,19,4,0,0,0,128.2,1,1
1,0,0,4,0,0,0,14,2018,6,8,3,0,0,0,110.8,1,1
2,0,2,2,0,0,0,114,2018,5,7,4,0,0,0,75.27,0,1
1,0,2,1,3,0,0,67,2018,2,13,4,0,0,0,48.51,0,1
2,0,2,1,3,0,0,6,2018,5,8,4,0,0,0,108.0,2,1
3,0,1,2,0,0,3,12,2018,2,5,4,0,0,0,130.0,1,1
2,0,1,3,1,0,3,28,2018,10,6,4,0,0,0,205.0,0,0
1,0,1,0,0,0,0,7,2018,7,11,4,0,0,0,154.0,1,1
3,0,0,3,0,0,3,117,2018,7,14,4,0,0,0,146.7,0,0
2,0,1,3,0,0,0,141,2018,8,22,4,0,0,0,103.05,0,0
2,0,0,2,0,0,0,11,2018,1,26,4,0,0,0,70.07,0,1
2,0,0,3,0,0,3,42,2018,5,17,3,0,0,0,96.3,0,1
2,0,2,2,0,0,3,47,2017,11,7,3,0,0,0,60.0,1,1
2,0,0,4,0,0,3,181,2018,5,11,4,0,0,0,117.73,1,0
2,0,0,2,0,0,5,2,2018,11,25,3,0,0,0,144.8,0,1
2,0,2,5,0,0,0,29,2018,1,8,4,0,0,0,79.54,1,1
1,0,0,1,0,0,0,5,2018,6,14,3,0,0,0,84.0,0,1
0,2,0,2,0,0,1,33,2018,1,6,4,0,0,0,6.0,1,1
2,0,1,3,0,0,3,14,2018,11,14,4,0,0,0,75.27,2,1
2,0,3,9,0,0,3,215,2018,7,6,4,0,0,0,99.45,1,1
2,0,2,2,0,0,3,69,2018,4,17,4,0,0,0,110.08,0,1
2,0,2,0,3,0,0,18,2018,6,26,4,0,0,0,114.0,0,0
2,0,0,2,0,0,0,3,2018,12,27,4,0,0,0,106.0,0,1
2,2,0,3,0,0,5,62,2018,9,15,4,0,0,0,207.9,2,1
2,0,0,1,0,1,3,1,2018,7,8,4,0,0,0,175.0,1,1
2,0,2,1,0,0,0,100,2018,5,1,4,0,0,0,105.3,1,1
3,0,0,3,0,0,3,64,2018,11,17,4,0,0,0,149.0,2,1
2,0,1,2,3,0,0,36,2018,5,13,4,0,0,0,116.1,2,1
2,0,2,6,3,0,0,149,2018,7,12,4,0,0,0,89.25,0,0
2,0,0,4,0,0,0,117,2018,5,10,4,0,0,0,83.64,0,1
3,0,1,3,0,1,3,3,2018,3,28,4,0,0,0,156.0,2,1
1,0,0,1,0,0,3,0,2018,5,4,1,1,0,23,0.0,2,1
3,0,2,3,0,0,3,62,2018,4,2,4,0,0,0,125.63,1,0
1,0,0,4,0,0,0,215,2018,5,4,4,0,0,0,100.8,2,0
3,0,2,5,0,0,0,124,2018,7,14,3,0,0,0,96.9,0,1
1,0,2,3,0,0,0,90,2018,3,6,4,0,0,0,74.95,0,1
1,0,1,0,0,0,0,5,2017,10,5,2,1,0,1,65.0,0,1
2,1,0,3,0,0,0,151,2018,8,10,4,0,0,0,130.5,2,0
2,0,2,3,0,0,0,48,2018,12,4,4,0,0,0,88.4,1,1
1,0,1,1,0,0,0,60,2018,4,30,4,0,0,0,121.5,0,0
2,1,0,1,1,1,0,14,2018,3,24,4,0,0,0,215.5,2,1
2,0,1,3,0,0,0,200,2018,5,2,4,0,0,0,106.2,2,0
2,0,2,3,0,0,0,42,2018,12,11,4,0,0,0,88.4,2,1
2,0,1,2,0,0,0,29,2018,3,4,3,0,0,0,87.0,0,1
1,0,0,1,0,0,0,12,2018,8,17,1,1,0,8,0.0,2,1
1,0,0,3,0,0,0,5,2017,12,1,2,0,0,0,80.0,0,1
1,0,1,0,0,0,0,3,2018,10,31,4,0,0,0,115.5,1,1
2,1,2,2,0,0,3,1,2018,2,14,3,0,0,0,112.0,2,1
2,0,2,1,0,0,0,108,2017,9,19,4,0,0,0,98.25,0,0
3,0,2,1,0,0,3,20,2017,10,18,3,0,0,0,105.0,1,1
2,0,0,1,3,0,0,17,2018,7,23,4,0,0,0,139.0,1,0
2,0,0,5,0,0,0,49,2018,3,1,4,0,0,0,76.33,0,0
2,0,1,2,0,0,0,122,2018,3,28,1,0,0,0,0.0,1,1
2,2,2,1,0,0,5,16,2017,9,5,4,0,0,0,165.0,3,1
3,0,0,4,0,0,3,174,2018,12,7,4,0,0,0,87.72,0,1
2,0,1,2,0,0,0,80,2018,3,7,4,0,0,0,78.3,1,0
2,0,2,3,3,0,0,71,2018,4,23,4,0,0,0,84.15,0,0
1,0,1,3,0,0,0,83,2018,6,27,4,0,0,0,104.4,0,0
2,0,2,5,0,0,5,3,2017,9,15,4,0,0,0,212.29,1,1
2,0,1,2,0,0,3,28,2018,2,12,4,0,0,0,99.63,1,1
2,0,0,1,0,0,0,23,2018,12,16,4,0,0,0,104.0,0,1
2,0,1,1,3,1,0,7,2017,8,15,4,0,0,0,85.0,0,1
2,1,1,0,0,0,0,50,2018,12,25,4,0,0,0,111.6,2,1
2,0,0,3,0,0,3,87,2018,10,26,4,0,0,0,104.4,0,0
3,0,1,2,0,0,3,191,2018,8,22,4,0,0,0,137.7,0,0
2,0,0,3,0,0,0,335,2018,10,13,3,0,0,0,90.0,2,1
2,0,0,4,3,0,0,31,2018,8,10,4,0,0,0,141.55,1,1
2,0,1,0,3,0,0,0,2018,5,29,4,0,0,0,99.0,0,1
1,0,0,2,3,0,0,50,2018,11,9,4,0,0,0,145.69,0,0
1,0,0,1,0,0,0,0,2018,4,13,2,1,0,6,65.0,0,1
2,0,2,1,0,0,0,87,2018,12,17,3,0,0,0,75.0,0,1
2,0,0,4,0,1,3,12,2017,11,3,4,0,0,0,91.45,0,1
2,0,1,2,3,0,0,162,2018,8,8,4,0,0,0,103.5,0,0
2,1,1,0,0,0,0,91,2018,8,14,4,0,0,0,120.69,1,1
2,0,1,0,0,0,0,95,2018,10,31,4,0,0,0,90.9,2,1
2,0,0,2,3,0,0,17,2018,10,7,4,0,0,0,135.0,1,1
2,0,2,8,0,0,0,190,2018,6,9,4,0,0,0,83.79,0,0
2,0,1,3,0,0,0,3,2017,9,10,4,0,0,0,126.25,2,1
2,0,2,5,0,0,0,129,2018,7,4,4,0,0,0,76.3,1,1
1,0,0,3,0,0,0,12,2018,2,24,4,0,0,0,80.0,0,1
2,2,0,1,3,0,3,0,2018,9,16,4,0,0,0,147.59,0,1
2,0,2,2,0,0,3,34,2018,10,7,4,0,0,0,153.0,2,1
2,0,0,2,3,0,0,0,2018,1,29,4,0,0,0,79.0,1,1
1,0,0,2,0,0,1,0,2018,3,16,3,0,0,0,31.0,0,1
1,0,0,1,0,0,3,65,2017,11,18,4,0,0,0,81.9,2,1
2,0,2,2,0,0,0,37,2018,5,21,4,0,0,0,126.9,0,0
2,0,0,3,0,0,0,17,2018,3,30,4,0,0,0,149.0,1,1
1,0,1,0,0,0,0,3,2018,6,13,3,0,0,0,106.0,0,1
2,0,2,5,0,0,0,151,2018,9,4,4,0,0,0,121.5,2,0
2,0,0,1,0,0,0,13,2017,9,17,4,0,0,0,152.0,2,1
1,0,1,3,0,0,0,64,2018,5,16,4,0,0,0,115.6,0,0
2,0,2,1,0,0,3,104,2018,10,23,3,0,0,0,90.95,0,1
2,0,2,2,0,1,1,18,2017,12,4,4,0,0,0,93.88,0,1
2,0,2,5,0,0,0,4,2017,8,14,4,0,0,0,106.14,1,1
2,0,3,10,0,0,1,196,2018,7,4,4,0,0,0,81.81,3,1
2,0,2,2,0,0,0,24,2018,5,29,4,0,0,0,104.55,2,1
2,0,0,2,0,0,3,14,2018,3,29,4,0,0,0,89.32,1,1
2,0,1,1,0,0,3,38,2018,5,21,4,0,0,0,140.4,1,1
2,2,0,1,0,0,5,39,2018,7,29,4,0,0,0,216.9,2,1
2,0,0,2,0,1,0,159,2018,7,19,4,0,0,0,105.3,0,0
3,0,0,4,1,0,0,65,2018,12,21,3,0,0,0,122.65,0,1
2,0,1,2,0,0,3,49,2018,6,3,4,0,0,0,131.4,0,0
3,0,0,3,3,0,0,1,2017,12,31,4,0,0,0,183.5,0,1
2,2,2,2,0,0,5,42,2018,5,15,4,0,0,0,198.9,0,0
2,0,0,2,0,0,0,34,2017,10,6,4,0,0,0,66.53,1,1
2,0,0,2,0,1,0,73,2018,5,18,4,0,0,0,135.9,1,1
2,0,0,4,3,0,0,153,2018,7,27,4,0,0,0,91.38,1,1
1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,71.0,1,1
2,0,0,1,3,0,0,0,2018,4,13,4,0,0,0,89.0,1,1
2,0,1,1,3,0,0,3,2018,7,4,4,0,0,0,101.68,1,1
2,0,1,4,0,0,0,77,2017,10,14,4,0,0,0,89.25,2,1
2,0,1,0,0,0,0,54,2018,6,20,4,0,0,0,99.9,0,0
2,0,2,2,0,0,0,54,2018,8,5,4,0,0,0,135.9,1,1
2,1,2,1,0,0,0,37,2018,6,26,4,0,0,0,115.32,0,0
2,1,1,3,0,0,0,107,2018,9,15,4,0,0,0,152.1,0,0
3,0,1,0,0,1,4,44,2018,11,21,4,0,0,0,131.4,0,1
1,0,0,1,3,0,0,102,2018,9,27,3,0,0,0,85.0,0,0
2,0,1,2,0,0,0,4,2017,10,19,3,0,0,0,100.8,1,1
2,1,0,2,3,0,0,0,2018,6,28,4,0,0,0,143.5,2,1
2,0,2,5,0,0,3,215,2018,8,20,4,0,0,0,99.45,0,0
2,0,1,3,0,0,0,277,2018,10,20,4,0,0,0,93.08,0,0
2,2,2,2,0,0,1,195,2018,7,10,4,0,0,0,81.81,1,1
3,0,1,3,0,0,3,60,2018,4,25,4,0,0,0,130.48,0,1
2,0,0,3,0,0,0,86,2018,4,5,4,0,0,0,90.3,1,1
2,0,0,2,0,0,0,16,2018,3,10,4,0,0,0,109.0,1,1
1,0,1,4,0,0,0,13,2017,8,31,4,0,0,0,92.0,2,0
2,1,2,1,1,0,0,35,2018,8,28,4,0,0,0,171.45,0,0
2,0,0,3,0,0,3,26,2018,11,10,4,0,0,0,118.07,1,1
2,0,1,3,0,0,3,111,2018,6,9,4,0,0,0,132.6,1,1
2,0,1,2,0,0,3,53,2018,5,13,4,0,0,0,149.4,1,1
2,0,2,3,0,0,3,120,2018,8,18,4,0,0,0,92.87,2,1
2,0,1,3,0,0,0,1,2018,12,5,4,0,0,0,65.76,1,1
3,0,2,4,0,0,3,65,2018,7,8,4,0,0,0,146.1,4,1
2,0,2,3,0,1,0,15,2017,10,15,4,0,0,0,142.6,1,1
2,0,2,4,3,0,0,133,2018,12,22,4,0,0,0,74.8,2,0
2,0,1,2,1,0,0,105,2017,10,12,4,0,0,0,110.0,0,0
2,1,1,2,0,0,0,35,2018,3,25,4,0,0,0,140.1,2,1
2,0,1,3,0,0,5,281,2018,10,3,4,0,0,0,168.3,0,0
2,0,0,2,0,0,0,71,2018,11,25,3,0,0,0,75.0,0,1
2,0,2,1,3,0,0,38,2018,2,13,4,0,0,0,67.5,0,0
1,0,0,2,0,1,0,2,2018,3,31,2,1,0,5,67.0,0,1
2,1,0,3,0,0,0,178,2018,7,26,4,0,0,0,112.5,1,0
2,0,2,5,3,0,0,87,2018,5,22,3,0,0,0,85.0,0,1
2,1,0,2,0,0,0,62,2018,7,26,4,0,0,0,121.5,1,1
2,0,1,0,3,0,0,45,2018,10,17,4,0,0,0,126.0,2,1
2,1,2,1,0,0,0,5,2018,11,19,4,0,0,0,107.67,2,1
2,0,1,2,0,0,1,56,2018,2,8,4,0,0,0,71.52,0,1
2,0,2,2,0,0,0,79,2018,7,9,4,0,0,0,112.05,0,0
2,0,2,5,0,0,0,3,2017,8,17,2,0,0,0,79.2,0,0
2,0,2,1,3,0,0,17,2018,11,13,4,0,0,0,88.0,1,0
2,0,1,3,0,0,0,11,2018,3,7,3,0,0,0,70.0,0,1
2,0,2,2,0,0,4,59,2018,3,25,4,0,0,0,104.65,0,1
2,0,2,4,0,0,0,149,2018,7,23,4,0,0,0,99.45,1,1
2,0,2,1,0,0,0,24,2018,10,2,4,0,0,0,149.0,1,1
2,0,0,4,1,0,0,261,2018,11,15,4,0,0,0,106.25,1,0
2,0,0,3,0,0,0,232,2018,9,15,3,0,0,0,80.75,0,1
2,0,2,3,0,0,0,131,2018,6,19,4,0,0,0,115.94,0,0
2,2,0,4,0,0,5,100,2018,4,13,4,0,0,0,154.7,1,0
2,0,0,3,0,0,1,128,2018,5,5,4,0,0,0,104.18,0,1
3,0,0,4,0,0,3,65,2018,12,7,4,0,0,0,119.0,1,1
2,0,1,2,0,0,0,37,2017,12,14,3,0,0,0,70.0,0,1
3,0,2,5,0,0,0,180,2018,8,14,4,0,0,0,95.13,2,1
2,0,2,3,0,0,3,148,2018,7,23,3,0,0,0,82.45,0,1
1,0,1,2,1,0,0,418,2018,9,26,3,0,0,0,86.0,0,0
2,0,0,2,0,0,0,113,2018,6,17,4,0,0,0,126.9,0,0
2,0,2,1,0,0,3,47,2018,2,20,4,0,0,0,89.3,1,1
2,0,2,2,0,0,1,231,2018,9,11,4,0,0,0,100.3,1,0
2,0,0,1,0,0,0,10,2018,9,7,4,0,0,0,114.73,1,1
1,0,2,1,0,0,3,36,2018,9,10,4,0,0,0,134.46,0,0
2,0,2,1,0,0,0,228,2018,10,30,4,0,0,0,93.3,0,0
2,0,0,3,0,0,0,49,2018,11,9,3,0,0,0,75.0,0,1
2,0,1,2,0,0,0,71,2018,12,2,3,0,0,0,75.0,0,1
0,2,0,1,0,0,1,201,2018,7,21,4,0,0,0,86.5,0,0
2,0,2,2,3,0,0,157,2018,7,16,4,0,0,0,87.13,0,0
1,0,0,1,0,0,0,443,2018,4,29,3,0,0,0,60.0,0,0
2,0,2,0,0,0,0,146,2018,4,24,4,0,0,0,107.0,1,0
2,0,1,2,1,0,0,45,2018,9,5,4,0,0,0,145.2,1,0
2,0,1,3,3,0,0,52,2018,12,1,4,0,0,0,74.8,2,1
2,0,0,2,0,0,3,0,2018,8,17,4,0,0,0,165.0,1,1
2,0,1,1,0,0,3,51,2018,5,28,4,0,0,0,126.36,0,0
3,0,2,5,0,0,4,41,2018,12,27,3,0,0,0,89.29,0,1
2,0,1,1,0,0,0,62,2018,3,19,4,0,0,0,99.0,0,0
2,0,1,2,0,0,0,85,2017,10,23,4,0,0,0,89.25,2,1
2,0,0,3,0,0,0,155,2018,7,14,3,0,0,0,112.0,0,0
3,0,1,4,0,0,0,7,2018,2,15,3,0,0,0,115.0,1,1
2,1,0,2,3,0,0,0,2017,8,19,4,0,0,0,97.0,3,1
2,0,1,3,0,0,0,92,2018,4,25,4,0,0,0,90.95,0,0
2,0,0,4,0,0,0,113,2018,3,29,3,0,0,0,61.25,0,1
2,0,0,3,0,0,0,160,2017,12,30,3,0,0,0,130.67,0,1
2,0,1,4,0,1,0,40,2017,9,30,4,0,0,0,75.53,1,1
0,2,0,2,0,0,1,120,2018,6,30,4,0,0,0,97.55,0,1
2,0,0,1,0,0,1,0,2018,3,24,4,0,0,0,12.0,0,1
1,0,0,3,0,0,0,198,2018,10,18,4,0,0,0,90.9,0,0
2,0,0,2,3,0,0,30,2018,5,24,4,0,0,0,98.1,1,0
2,0,2,2,3,0,0,45,2018,4,17,4,0,0,0,90.88,1,1
2,2,4,10,0,0,5,222,2018,8,14,4,0,0,0,158.95,0,0
2,0,1,1,3,0,0,1,2017,10,10,4,0,0,0,0.0,1,1
1,0,0,2,3,0,0,6,2018,12,6,4,0,0,0,79.2,0,1
2,0,0,4,0,0,3,94,2018,5,11,3,0,0,0,106.08,0,1
