no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,9,0,0,0,72,2017,12,23,3,0.0,0.0,0.0,58.91,1,1
2,0,2,5,0,0,0,214,2018,10,20,4,0.0,0.0,0.0,90.95,1,1
2,0,0,1,3,0,0,13,2018,7,8,4,0.0,0.0,0.0,137.0,0,0
2,0,0,3,0,0,2,143,2018,8,18,4,0.0,0.0,0.0,140.7,0,0
1,0,0,2,0,0,0,172,2018,6,24,3,0.0,0.0,0.0,95.0,0,0
2,0,0,2,0,0,1,47,2017,11,5,4,0.0,0.0,0.0,105.5,1,1
2,0,2,2,0,0,0,115,2018,2,27,3,0.0,0.0,0.0,87.0,0,1
2,0,0,4,0,0,0,76,2018,12,7,4,0.0,0.0,0.0,88.4,2,1
2,0,2,0,0,0,0,210,2018,7,31,4,0.0,0.0,0.0,96.3,2,0
1,0,0,1,0,0,0,125,2018,7,29,4,0.0,0.0,0.0,99.9,0,1
2,0,1,3,3,0,0,158,2018,7,25,4,0.0,0.0,0.0,89.25,3,1
2,0,1,0,0,0,2,0,2018,7,31,4,0.0,0.0,0.0,115.0,0,1
2,0,1,4,3,0,0,26,2018,1,27,4,0.0,0.0,0.0,60.0,1,1
2,1,0,3,0,0,0,280,2018,12,6,4,0.0,0.0,0.0,94.5,2,0
1,0,1,1,0,0,0,34,2018,12,24,4,0.0,0.0,0.0,96.0,0,0
1,0,1,3,0,0,0,0,2017,8,10,4,0.0,0.0,0.0,114.0,0,1
3,0,0,2,0,0,0,22,2018,10,5,3,0.0,0.0,0.0,115.0,0,1
2,0,2,1,3,0,0,14,2018,4,17,4,0.0,0.0,0.0,89.0,0,0
2,0,1,2,0,0,0,74,2018,3,11,4,0.0,0.0,0.0,78.3,1,1
2,2,0,1,0,1,4,2,2018,9,2,4,0.0,0.0,0.0,258.0,1,1
2,0,1,0,3,0,0,0,2018,5,8,4,0.0,0.0,0.0,79.0,1,1
2,0,0,4,3,0,0,12,2018,2,23,4,0.0,0.0,0.0,81.0,0,1
3,0,2,2,0,0,2,4,2018,2,28,4,0.0,0.0,0.0,133.0,2,1
3,0,2,2,0,0,2,94,2018,7,8,4,0.0,0.0,0.0,146.7,1,1
1,0,0,2,0,0,0,159,2018,9,28,4,0.0,0.0,0.0,94.25,2,0
1,0,2,3,3,0,0,38,2018,11,6,4,0.0,0.0,0.0,157.14,1,0
2,0,0,1,0,1,0,1,2017,12,31,4,0.0,0.0,0.0,135.0,1,1
1,0,1,0,3,0,0,2,2018,5,9,4,0.0,0.0,0.0,89.0,0,1
2,0,1,0,0,0,2,0,2018,12,26,4,0.0,0.0,0.0,83.16,1,1
1,0,1,3,0,0,0,22,2017,9,17,4,0.0,0.0,0.0,109.25,3,1
1,0,0,1,0,0,0,46,2018,11,23,4,0.0,0.0,0.0,86.4,2,1
2,0,0,1,0,0,0,21,2018,4,28,3,0.0,0.0,0.0,95.0,0,1
2,0,1,2,0,0,0,150,2018,9,16,4,0.0,0.0,0.0,126.9,1,1
2,0,2,2,0,0,0,95,2018,6,10,4,0.0,0.0,0.0,119.85,1,1
2,0,2,2,0,0,0,54,2018,11,11,4,0.0,0.0,0.0,90.1,1,1
1,0,1,5,0,0,0,349,2018,10,4,3,0.0,0.0,0.0,96.67,0,0
2,0,0,4,0,0,0,168,2018,10,4,3,0.0,0.0,0.0,96.8,0,0
2,1,0,3,0,0,0,106,2018,7,13,3,0.0,0.0,0.0,91.89,1,1
2,0,0,2,0,1,0,19,2017,12,16,4,0.0,0.0,0.0,96.0,0,1
1,0,0,1,3,0,0,0,2018,3,5,4,0.0,0.0,0.0,97.0,0,1
2,0,2,2,0,0,0,40,2018,11,26,3,0.0,0.0,0.0,68.0,0,1
2,0,1,0,0,0,0,0,2017,10,18,4,0.0,0.0,0.0,135.0,0,1
2,0,0,1,3,0,0,23,2018,6,23,4,0.0,0.0,0.0,89.0,0,0
2,1,2,5,0,0,0,149,2018,6,28,4,0.0,0.0,0.0,106.25,0,0
1,0,1,3,0,0,0,127,2018,4,28,3,0.0,0.0,0.0,80.0,0,1
2,1,0,2,0,0,0,42,2018,11,24,3,0.0,0.0,0.0,85.05,0,1
2,0,1,4,3,0,0,27,2018,6,29,4,0.0,0.0,0.0,131.44,1,1
0,2,1,3,0,0,1,102,2018,12,26,4,0.0,0.0,0.0,101.34,0,0
2,2,1,2,0,0,4,44,2018,4,29,4,0.0,0.0,0.0,207.9,0,0
1,0,0,1,0,0,2,27,2018,5,18,4,0.0,0.0,0.0,120.12,1,1
1,0,0,2,0,0,0,17,2018,4,21,2,0.0,0.0,0.0,65.0,0,1
2,0,0,1,0,0,0,5,2018,8,20,4,0.0,0.0,0.0,130.0,1,1
0,2,2,2,0,0,1,115,2018,6,26,4,0.0,0.0,0.0,92.12,0,0
2,0,2,3,0,0,2,152,2018,8,19,4,0.0,0.0,0.0,113.9,0,0
2,1,1,3,0,0,0,20,2018,12,22,4,0.0,0.0,0.0,88.4,0,1
2,0,0,4,0,0,2,255,2018,9,20,4,0.0,0.0,0.0,122.83,0,0
1,0,2,1,0,0,0,163,2018,10,15,3,0.0,0.0,0.0,115.0,0,0
2,0,1,2,3,0,0,40,2018,4,1,4,0.0,0.0,0.0,107.1,0,0
1,0,0,1,0,0,0,5,2018,1,20,3,0.0,0.0,0.0,65.8,0,1
2,0,0,3,0,0,2,21,2018,2,11,4,0.0,0.0,0.0,64.22,1,1
2,0,0,2,0,0,2,0,2018,9,30,2,0.6931471805599453,0.0,0.6931471805599453,110.0,1,1
1,0,1,2,0,0,0,63,2018,3,11,4,0.0,0.0,0.0,72.9,1,1
2,0,1,0,0,0,2,4,2017,9,21,4,0.0,0.0,0.0,155.0,1,1
2,0,2,0,0,0,0,55,2018,3,13,3,0.0,0.0,0.0,63.0,0,1
2,0,0,1,3,0,0,12,2018,5,25,3,0.0,0.0,0.0,79.2,0,1
2,0,1,3,0,0,2,98,2018,10,10,4,0.0,0.0,0.0,132.3,1,1
1,0,0,1,0,0,0,8,2018,1,14,2,0.6931471805599453,0.6931471805599453,0.0,66.0,0,1
2,1,2,1,0,0,0,61,2018,9,25,4,0.0,0.0,0.0,152.1,1,0
2,0,0,3,1,0,0,93,2018,5,11,3,0.0,0.0,0.0,105.0,0,1
2,0,1,3,0,0,0,113,2018,6,30,4,0.0,0.0,0.0,85.0,0,0
2,0,0,2,0,0,2,7,2018,4,7,4,0.0,0.0,0.0,116.0,1,1
2,0,0,2,0,0,2,95,2018,10,6,4,0.0,0.0,0.0,132.3,3,1
2,0,2,3,1,0,2,68,2018,4,1,4,0.0,0.0,0.0,130.9,1,1
2,0,2,2,0,0,1,46,2018,3,18,3,0.0,0.0,0.0,74.8,0,1
2,0,0,1,3,0,0,35,2018,6,21,4,0.0,0.0,0.0,89.1,1,0
3,0,1,1,0,0,2,48,2018,10,17,4,0.0,0.0,0.0,158.4,2,1
2,0,2,0,0,0,0,0,2017,8,9,4,0.0,0.0,0.0,98.0,2,1
2,0,1,1,0,0,2,37,2018,6,4,4,0.0,0.0,0.0,131.4,0,0
2,0,1,2,0,0,0,11,2017,8,21,4,0.0,0.0,0.0,90.0,0,1
2,0,2,4,0,0,0,139,2018,11,16,3,0.0,0.0,0.0,68.0,0,0
2,0,1,1,0,1,1,268,2018,8,6,4,0.0,0.0,0.0,105.25,1,0
1,0,0,2,1,0,0,346,2018,9,13,3,0.0,0.0,0.0,90.0,0,0
2,0,0,3,0,0,0,36,2018,10,25,3,0.0,0.0,0.0,85.0,0,1
2,0,0,3,0,0,0,41,2018,4,12,4,0.0,0.0,0.0,105.3,0,1
1,0,0,2,0,0,3,15,2018,2,5,2,0.0,0.0,0.0,86.0,0,1
2,0,1,3,3,0,0,34,2018,3,14,4,0.0,0.0,0.0,71.1,0,1
1,0,0,1,0,0,2,9,2018,5,26,0,0.6931471805599453,0.0,0.6931471805599453,110.0,0,1
2,0,2,2,0,0,0,7,2017,9,19,4,0.0,0.0,0.0,126.0,3,1
2,2,0,1,0,1,4,2,2018,2,19,4,0.0,0.0,0.0,182.0,2,1
3,0,1,3,0,0,2,92,2018,8,22,4,0.0,0.0,0.0,150.3,0,0
2,0,0,3,0,0,0,37,2018,3,24,4,0.0,0.0,0.0,117.6,1,1
2,0,2,3,0,0,2,69,2018,3,13,4,0.0,0.0,0.0,82.45,0,1
2,1,0,2,0,0,0,97,2018,7,12,4,0.0,0.0,0.0,121.5,1,1
2,0,2,0,0,0,0,223,2017,10,4,4,0.0,0.0,0.0,89.25,2,1
2,0,0,4,0,0,0,9,2017,9,2,4,0.0,0.0,0.0,103.05,0,1
2,0,2,1,1,0,0,41,2018,3,27,3,0.0,0.0,0.0,107.0,1,1
2,0,0,3,3,0,0,28,2018,10,18,4,0.0,0.0,0.0,91.63,1,1
2,0,0,2,0,0,2,44,2018,5,18,4,0.0,0.0,0.0,140.4,1,1
2,0,0,2,0,1,0,217,2018,5,24,4,0.0,0.0,0.0,124.2,1,0
2,1,2,1,3,0,0,45,2018,7,2,4,0.0,0.0,0.0,124.6,1,0
3,0,2,0,0,0,0,47,2018,12,4,3,0.0,0.0,0.0,98.1,2,1
2,0,2,5,0,0,0,21,2018,12,6,4,0.0,0.0,0.0,90.1,1,1
3,0,0,2,0,0,2,29,2018,10,5,4,0.0,0.0,0.0,201.25,3,1
2,0,1,1,3,0,0,31,2018,3,26,4,0.0,0.0,0.0,116.1,0,0
2,0,0,2,3,0,0,1,2018,1,20,4,0.0,0.0,0.0,79.0,0,1
2,0,0,2,0,0,0,43,2018,10,19,3,0.0,0.0,0.0,85.5,0,1
2,1,0,2,0,0,0,179,2018,8,31,4,0.0,0.0,0.0,111.6,0,0
2,0,0,3,0,0,2,87,2018,10,6,4,0.0,0.0,0.0,132.3,0,0
2,0,2,5,0,0,0,76,2018,3,29,4,0.0,0.0,0.0,82.45,1,1
2,0,0,2,3,0,0,13,2018,8,19,4,0.0,0.0,0.0,128.5,3,1
2,2,0,4,0,0,3,111,2018,5,4,4,0.0,0.0,0.0,122.1,1,1
2,0,1,1,0,0,0,18,2018,3,19,4,0.0,0.0,0.0,109.0,0,0
1,0,1,4,0,0,0,131,2018,7,11,4,0.0,0.0,0.0,101.15,1,1
2,0,0,1,0,0,2,85,2018,6,2,4,0.0,0.0,0.0,140.4,0,0
2,2,1,3,0,0,4,8,2018,2,22,4,0.0,0.0,0.0,171.0,0,0
2,0,0,2,0,0,0,20,2018,7,28,4,0.0,0.0,0.0,122.6,0,1
2,0,0,1,3,0,0,2,2018,9,28,4,0.0,0.0,0.0,0.0,1,1
1,0,0,3,0,0,2,1,2018,3,8,2,0.0,0.0,0.0,75.0,0,1
2,0,1,2,3,0,0,40,2018,11,18,4,0.0,0.0,0.0,67.76,1,1
2,0,2,2,0,0,0,123,2018,5,13,4,0.0,0.0,0.0,113.55,0,0
2,2,2,9,0,0,1,252,2018,12,28,4,0.0,0.0,0.0,148.58,2,0
2,0,2,4,0,0,0,165,2018,7,31,3,0.0,0.0,0.0,72.25,2,1
2,0,0,1,3,0,0,8,2018,5,25,4,0.0,0.0,0.0,99.0,1,1
1,0,2,5,0,0,0,20,2017,11,11,4,0.0,0.0,0.0,68.85,1,1
2,0,1,3,0,0,0,24,2017,9,10,4,0.0,0.0,0.0,108.08,1,1
3,0,1,3,0,0,2,147,2018,7,7,4,0.0,0.0,0.0,138.55,1,0
2,0,2,1,1,0,0,117,2017,8,1,4,0.0,0.0,0.0,94.5,0,0
2,0,1,0,3,0,0,6,2018,6,13,4,0.0,0.0,0.0,89.0,0,1
1,0,1,1,0,0,0,4,2018,2,15,2,0.6931471805599453,0.0,2.302585092994046,65.0,1,1
2,1,0,1,0,0,0,4,2018,7,14,4,0.0,0.0,0.0,151.0,1,1
2,0,2,1,0,0,0,7,2018,10,29,4,0.0,0.0,0.0,146.67,1,1
3,1,1,3,0,0,5,78,2018,12,29,3,0.0,0.0,0.0,274.2,0,1
2,0,1,2,3,0,0,47,2018,11,11,4,0.0,0.0,0.0,79.2,1,0
2,0,2,6,3,0,0,10,2018,1,30,4,0.0,0.0,0.0,79.75,0,1
2,0,2,4,0,0,2,10,2017,9,5,4,0.0,0.0,0.0,110.08,1,1
1,0,0,2,0,0,0,164,2017,10,2,3,0.0,0.0,0.0,100.0,0,0
2,0,2,3,0,0,2,18,2017,10,16,4,0.0,0.0,0.0,107.65,1,1
2,0,0,3,3,1,0,141,2018,7,14,4,0.0,0.0,0.0,103.5,1,1
2,0,1,1,0,0,0,218,2018,8,13,4,0.0,0.0,0.0,69.33,0,0
1,0,1,1,0,0,0,4,2017,8,17,4,0.0,0.0,0.0,128.0,3,1
2,0,0,4,0,0,2,55,2017,11,17,3,0.0,0.0,0.0,60.0,0,1
2,0,2,3,1,0,2,33,2018,10,2,4,0.0,0.0,0.0,123.82,0,0
2,2,2,3,0,0,4,99,2018,5,19,4,0.0,0.0,0.0,187.85,0,1
2,0,1,1,0,0,0,50,2018,8,29,4,0.0,0.0,0.0,109.8,0,1
1,0,1,0,0,0,0,5,2018,9,19,4,0.0,0.0,0.0,159.0,1,1
2,0,2,2,0,0,0,152,2018,5,7,4,0.0,0.0,0.0,76.58,1,1
2,0,1,2,0,0,2,0,2017,9,21,3,0.0,0.0,0.0,75.0,0,1
1,0,0,2,0,0,2,10,2018,7,20,4,0.0,0.0,0.0,176.0,2,1
2,0,2,2,0,0,0,91,2018,9,3,4,0.0,0.0,0.0,135.9,1,1
2,0,1,3,0,0,0,56,2018,11,10,4,0.0,0.0,0.0,97.23,0,1
2,0,0,2,0,0,0,47,2017,9,23,4,0.0,0.0,0.0,94.5,1,1
2,0,1,1,3,0,0,39,2018,2,15,4,0.0,0.0,0.0,67.5,0,0
2,0,0,1,0,0,0,0,2018,10,15,4,0.0,0.0,0.0,117.05,1,1
3,0,2,2,0,0,2,98,2018,12,17,4,0.0,0.0,0.0,140.0,1,1
2,1,1,2,0,0,2,109,2018,8,5,4,0.0,0.0,0.0,143.7,1,1
1,0,0,2,0,0,0,5,2017,9,9,2,0.0,0.0,0.0,65.0,0,1
2,0,2,5,0,0,2,195,2018,8,17,4,0.0,0.0,0.0,112.2,2,0
1,0,1,1,0,0,2,6,2018,10,1,4,0.0,0.0,0.0,152.0,0,1
2,1,1,1,0,0,0,155,2018,8,1,4,0.0,0.0,0.0,130.5,1,0
1,0,0,1,0,0,0,0,2018,1,6,4,0.0,0.0,0.0,73.9,1,1
2,1,2,1,0,0,0,28,2018,4,17,4,0.0,0.0,0.0,115.03,1,0
2,0,2,2,0,0,2,2,2018,1,3,4,0.0,0.0,0.0,79.6,0,1
1,0,0,3,0,0,0,12,2017,8,5,1,0.0,0.0,0.0,0.0,0,1
2,0,1,1,0,0,0,89,2017,7,27,4,0.0,0.0,0.0,76.5,0,0
2,1,0,4,0,0,0,64,2018,3,22,3,0.0,0.0,0.0,71.83,1,1
2,0,1,2,0,0,0,42,2018,3,21,3,0.0,0.0,0.0,63.0,0,0
2,0,2,1,0,0,0,41,2018,7,3,3,0.0,0.0,0.0,76.5,0,1
2,0,2,2,0,0,0,35,2018,12,2,4,0.0,0.0,0.0,97.4,1,1
3,0,0,1,0,0,2,34,2018,8,10,4,0.0,0.0,0.0,168.3,0,0
1,0,1,3,0,0,3,4,2018,9,19,2,0.0,0.0,0.0,181.79,0,1
2,0,2,5,0,0,2,196,2018,8,1,4,0.0,0.0,0.0,99.45,1,1
0,2,1,3,0,0,1,48,2017,10,19,4,0.0,0.0,0.0,6.0,1,1
2,0,1,2,0,0,0,94,2018,5,13,3,0.0,0.0,0.0,80.75,0,1
2,0,2,3,0,0,0,17,2017,8,27,4,0.0,0.0,0.0,90.0,1,1
1,0,0,2,0,0,0,0,2018,1,19,4,0.0,0.0,0.0,79.0,0,1
2,0,2,5,3,0,0,53,2018,12,17,4,0.0,0.0,0.0,74.8,2,1
2,0,1,4,3,0,0,113,2018,5,18,4,0.0,0.0,0.0,126.65,0,0
1,0,1,1,0,0,0,13,2018,7,11,2,0.0,0.0,0.0,79.0,0,1
2,0,1,3,0,0,2,102,2018,5,5,4,0.0,0.0,0.0,132.6,1,1
2,0,2,3,0,0,0,68,2018,4,2,4,0.0,0.0,0.0,89.93,1,1
2,0,2,4,0,0,0,1,2018,1,17,4,0.0,0.0,0.0,90.33,1,1
2,0,0,3,0,0,0,34,2017,10,29,4,0.0,0.0,0.0,87.32,1,1
2,0,2,4,0,0,0,78,2018,3,31,4,0.0,0.0,0.0,82.45,1,1
2,0,2,3,0,0,2,4,2018,9,2,4,0.0,0.0,0.0,162.0,0,1
2,0,2,1,0,0,0,31,2018,2,28,3,0.0,0.0,0.0,71.33,0,1
2,0,1,3,0,0,0,29,2018,7,18,4,0.0,0.0,0.0,130.68,1,1
2,0,2,2,0,0,0,59,2018,10,16,4,0.0,0.0,0.0,126.0,1,1
2,0,0,4,0,0,2,85,2018,10,25,4,0.0,0.0,0.0,104.4,2,1
2,0,0,4,0,0,0,33,2018,3,15,4,0.0,0.0,0.0,81.9,1,1
2,2,1,2,0,0,4,1,2018,4,29,4,0.0,0.0,0.0,211.0,1,1
3,0,1,5,0,0,0,130,2018,6,28,4,0.0,0.0,0.0,125.51,2,1
2,0,2,2,3,0,0,43,2018,11,12,4,0.0,0.0,0.0,79.48,2,1
1,0,1,2,0,0,3,20,2018,1,4,1,0.0,0.0,0.0,6.0,0,1
2,0,1,3,0,0,0,5,2017,12,14,3,0.0,0.0,0.0,58.0,0,1
2,0,2,1,0,0,0,104,2018,7,2,4,0.0,0.0,0.0,88.01,1,1
1,0,0,2,0,0,0,3,2018,6,28,4,0.0,0.0,0.0,130.0,1,1
1,0,1,3,0,0,2,7,2018,10,27,0,0.0,0.0,0.0,110.0,0,1
2,0,1,0,0,0,5,9,2018,9,11,1,0.0,0.0,0.0,0.0,2,1
1,0,1,4,3,0,0,13,2018,10,31,4,0.0,0.0,0.0,92.0,0,0
1,0,1,0,3,0,0,35,2018,9,26,4,0.0,0.0,0.0,99.0,0,0
2,0,2,3,3,0,0,38,2018,2,11,4,0.0,0.0,0.0,67.5,0,0
2,0,0,2,3,0,0,142,2018,7,1,4,0.0,0.0,0.0,85.5,0,0
2,0,1,2,0,0,0,64,2018,6,27,4,0.0,0.0,0.0,111.9,1,1
2,1,2,4,0,0,0,61,2018,7,23,4,0.0,0.0,0.0,121.5,0,0
2,0,0,1,0,0,0,20,2018,11,25,4,0.0,0.0,0.0,104.0,1,1
2,0,1,0,0,0,0,44,2018,6,19,4,0.0,0.0,0.0,99.1,1,1
2,0,2,2,3,0,0,39,2018,2,28,4,0.0,0.0,0.0,72.2,1,1
2,0,1,4,0,0,0,100,2018,12,26,4,0.0,0.0,0.0,102.34,0,0
1,0,2,1,1,0,0,131,2017,8,15,4,0.0,0.0,0.0,36.25,0,0
3,0,2,2,0,0,2,41,2018,12,2,4,0.0,0.0,0.0,130.9,2,1
1,0,1,2,0,0,0,55,2018,5,30,4,0.0,0.0,0.0,109.35,0,0
2,2,1,1,0,0,4,3,2017,8,24,4,0.0,0.0,0.0,156.0,0,1
2,0,0,3,0,0,0,50,2018,2,24,3,0.0,0.0,0.0,74.0,0,1
2,0,2,6,3,0,0,4,2017,8,14,4,0.0,0.0,0.0,95.13,1,1
2,2,1,1,3,1,4,5,2017,8,15,4,0.0,0.0,0.0,153.0,1,1
2,0,0,2,0,0,0,2,2018,2,10,2,0.0,0.0,0.0,72.0,0,1
2,0,1,1,0,0,0,27,2018,2,20,4,0.0,0.0,0.0,91.0,1,0
1,0,2,0,0,0,0,0,2017,10,11,4,0.0,0.0,0.0,88.94,0,1
1,0,2,4,0,0,2,53,2018,6,18,4,0.0,0.0,0.0,122.4,1,0
2,0,0,4,0,0,1,70,2018,4,12,3,0.0,0.0,0.0,95.0,0,1
2,0,2,1,1,0,0,145,2017,8,29,3,0.0,0.0,0.0,94.5,0,1
2,0,2,1,3,0,0,13,2017,11,15,4,0.0,0.0,0.0,85.0,1,1
2,0,1,2,1,0,0,315,2018,9,30,4,0.0,0.0,0.0,160.0,0,0
2,2,1,2,0,0,1,18,2018,9,9,4,0.0,0.0,0.0,145.0,1,1
2,0,0,0,1,0,2,0,2017,10,15,4,0.0,0.0,0.0,0.0,0,1
2,0,2,7,0,0,0,94,2017,7,14,4,0.0,0.0,0.0,55.96,0,0
1,0,1,2,3,0,0,26,2018,12,5,4,0.0,0.0,0.0,88.0,0,1
2,0,2,2,3,0,0,52,2018,10,23,3,0.0,0.0,0.0,76.5,0,1
1,0,0,1,0,0,0,77,2018,11,23,4,0.0,0.0,0.0,86.4,2,1
2,0,0,4,3,0,0,214,2018,10,4,4,0.0,0.0,0.0,92.65,0,0
1,0,0,1,0,0,2,28,2018,4,6,2,0.0,0.0,0.0,90.0,1,1
2,0,0,2,0,0,0,30,2018,9,15,4,0.0,0.0,0.0,135.9,1,0
2,0,2,1,0,0,0,16,2018,10,29,4,0.0,0.0,0.0,140.0,2,1
2,0,1,0,3,0,0,199,2018,8,28,4,0.0,0.0,0.0,85.5,0,0
2,0,0,3,0,0,2,40,2018,10,11,3,0.0,0.0,0.0,96.3,0,1
2,0,0,3,0,0,0,56,2018,6,21,4,0.0,0.0,0.0,76.92,1,1
3,0,2,1,0,0,2,145,2018,7,3,4,0.0,0.0,0.0,131.7,1,1
2,0,1,1,1,0,0,247,2018,6,6,3,0.0,0.0,0.0,109.0,0,0
2,0,0,2,0,0,2,141,2018,9,23,4,0.0,0.0,0.0,163.8,1,1
2,1,2,5,0,0,0,105,2018,11,12,4,0.0,0.0,0.0,102.83,3,1
2,0,0,1,3,0,0,0,2018,9,15,4,0.0,0.0,0.0,106.28,0,1
2,0,2,3,0,0,0,97,2018,9,8,3,0.0,0.0,0.0,112.6,0,1
2,0,2,3,0,0,1,73,2018,3,17,4,0.0,0.0,0.0,72.12,1,0
2,0,1,1,3,0,0,34,2018,10,29,4,0.0,0.0,0.0,109.0,1,0
3,0,0,2,1,0,2,57,2018,10,12,4,0.0,0.0,0.0,202.5,2,1
2,1,1,1,0,0,0,77,2018,4,25,4,0.0,0.0,0.0,112.5,2,1
2,1,0,2,0,0,0,15,2018,3,4,4,0.0,0.0,0.0,114.0,1,0
1,0,0,2,3,0,0,29,2018,9,1,4,0.0,0.0,0.0,104.5,2,1
2,0,1,3,0,0,0,14,2017,11,5,3,0.0,0.0,0.0,43.5,0,1
2,0,1,2,0,0,0,34,2018,2,12,4,0.0,0.0,0.0,78.3,0,1
2,0,2,0,0,0,0,6,2018,10,9,3,0.0,0.0,0.0,104.0,0,1
2,0,1,1,0,0,0,96,2018,10,8,4,0.0,0.0,0.0,118.8,3,1
1,0,0,5,0,0,0,18,2018,1,26,4,0.0,0.0,0.0,75.0,0,1
2,0,0,1,3,0,0,98,2018,5,7,4,0.0,0.0,0.0,116.1,0,0
1,0,1,0,3,0,0,56,2018,12,12,4,0.0,0.0,0.0,79.2,2,1
2,0,1,3,0,0,0,5,2017,10,5,4,0.0,0.0,0.0,145.0,1,1
3,0,0,2,0,0,2,9,2018,2,12,4,0.0,0.0,0.0,139.0,1,1
2,0,2,8,3,0,0,80,2018,3,30,4,0.0,0.0,0.0,73.1,0,0
1,0,0,3,0,0,0,0,2018,6,21,4,0.0,0.0,0.0,124.33,1,1
2,0,2,1,0,0,2,19,2018,11,12,4,0.0,0.0,0.0,119.33,2,1
2,0,0,4,0,0,0,93,2017,10,7,4,0.0,0.0,0.0,89.25,1,1
2,0,0,1,3,0,0,0,2018,8,20,4,0.0,0.0,0.0,139.0,1,1
3,0,4,5,0,0,0,167,2018,8,21,3,0.0,0.0,0.0,96.9,2,1
2,0,0,3,3,0,0,35,2018,8,31,4,0.0,0.0,0.0,99.0,0,1
2,0,1,3,0,0,0,142,2018,11,21,4,0.0,0.0,0.0,85.0,0,0
2,0,0,2,3,0,0,25,2018,9,8,4,0.0,0.0,0.0,139.0,0,0
2,2,2,2,1,0,4,31,2018,12,3,4,0.0,0.0,0.0,237.75,0,1
2,2,0,5,0,0,4,14,2017,9,15,4,0.0,0.0,0.0,185.2,1,1
1,0,1,1,0,0,0,0,2017,9,7,3,0.0,0.0,0.0,98.8,0,1
2,0,0,4,3,0,0,61,2018,11,16,4,0.0,0.0,0.0,74.8,0,0
1,1,0,1,0,0,0,195,2018,8,13,4,0.0,0.0,0.0,121.5,0,0
2,0,1,0,3,1,0,6,2018,9,12,4,0.0,0.0,0.0,138.0,3,1
1,0,0,1,0,0,0,6,2018,5,31,2,0.0,0.0,0.0,65.0,0,1
2,0,0,3,0,0,2,72,2018,4,14,4,0.0,0.0,0.0,118.8,0,0
2,0,3,6,3,0,0,122,2018,8,1,4,0.0,0.0,0.0,98.5,1,1
2,0,1,4,0,0,2,144,2018,5,25,4,0.0,0.0,0.0,92.55,0,1
2,0,0,1,0,0,0,2,2017,11,6,4,0.0,0.0,0.0,107.0,1,1
2,0,2,1,3,0,0,174,2018,8,7,4,0.0,0.0,0.0,103.5,1,0
1,0,0,2,3,0,0,25,2018,6,1,4,0.0,0.0,0.0,104.0,0,1
2,0,2,1,0,0,0,19,2017,12,20,3,0.0,0.0,0.0,58.0,0,1
2,0,1,3,0,0,2,26,2017,10,19,3,0.0,0.0,0.0,75.0,1,1
1,0,0,4,0,0,0,36,2017,11,25,4,0.0,0.0,0.0,89.89,2,1
2,0,1,2,3,0,0,34,2018,8,15,4,0.0,0.0,0.0,134.1,1,1
2,0,1,4,0,0,2,104,2018,4,27,4,0.0,0.0,0.0,104.55,0,0
2,0,0,1,3,0,0,0,2018,4,16,4,0.0,0.0,0.0,89.0,1,1
2,0,0,1,0,0,1,238,2018,6,18,4,0.0,0.0,0.0,96.48,2,0
1,0,0,1,3,0,0,14,2018,11,2,4,0.0,0.0,0.0,100.0,1,1
2,0,2,3,0,0,0,179,2017,8,23,4,0.0,0.0,0.0,76.5,1,1
2,0,1,3,0,0,3,34,2018,4,11,3,0.0,0.0,0.0,113.04,0,1
2,0,2,2,3,0,0,19,2018,8,20,4,0.0,0.0,0.0,139.0,0,0
2,0,0,2,0,0,2,30,2018,10,28,4,0.0,0.0,0.0,144.0,0,1
2,0,0,4,0,0,0,225,2018,9,14,4,0.0,0.0,0.0,119.85,2,0
1,0,0,3,0,0,2,73,2018,6,16,4,0.0,0.0,0.0,115.04,1,1
3,0,0,2,0,0,2,44,2018,7,1,4,0.0,0.0,0.0,150.3,0,0
1,0,0,1,0,0,2,10,2018,9,30,0,0.0,0.0,0.0,110.0,0,0
2,0,0,4,0,0,0,4,2017,9,8,4,0.0,0.0,0.0,124.0,1,1
2,0,0,1,0,0,0,34,2018,3,12,4,0.0,0.0,0.0,81.9,1,1
2,1,2,5,0,0,0,186,2018,10,2,4,0.0,0.0,0.0,125.1,0,0
2,0,1,1,3,0,0,2,2018,6,4,4,0.0,0.0,0.0,119.0,1,1
2,0,1,4,0,0,1,33,2018,9,12,4,0.0,0.0,0.0,124.25,0,0
2,0,2,1,0,0,0,68,2018,1,2,3,0.6931471805599453,0.6931471805599453,0.0,63.0,1,1
2,0,1,3,0,0,0,139,2018,5,5,4,0.0,0.0,0.0,99.45,2,1
2,0,0,1,0,0,0,27,2018,5,18,3,0.0,0.0,0.0,112.8,0,1
2,0,0,1,0,0,0,17,2017,9,11,4,0.0,0.0,0.0,76.81,1,0
2,0,1,0,0,0,0,4,2018,12,26,4,0.0,0.0,0.0,98.0,1,1
2,0,1,0,3,0,0,57,2018,8,29,4,0.0,0.0,0.0,99.0,1,1
